CHART_DATE,CHART_YEAR,CHART_MONTH,CHART_WEEK,ICE_SEASON,SEA_AREA,NCT_AREA,MYI_AREA,FYI_AREA,YOUNGICE_AREA,NEWICE_AREA
18/11/1974,1974,11,47,1974,462081.0277,263141.9542,0,7245.752329,206540.4454,47495.68714
26/11/1974,1974,11,48,1974,462081.026,356470.5252,0,18128.37006,266147.9942,78443.33169
16/06/1975,1975,6,25,1975,462081.0252,333588.1228,2.847256664,354308.6312,0,0
23/06/1975,1975,6,26,1975,462081.0258,331752.7635,0,343219.6332,0,0
30/06/1975,1975,6,27,1975,462081.0273,271312.209,2063.38676,271576.99,0,0
07/07/1975,1975,7,28,1975,462081.0262,216493.527,2539.628674,214524.9917,0,0
14/07/1975,1975,7,29,1975,462081.0274,128194.3482,135.3724304,128079.7278,0,0
21/07/1975,1975,7,30,1975,462081.0267,46764.47009,0,43523.54048,0,3240.929603
28/07/1975,1975,7,31,1975,462081.0282,35601.88463,0,35601.88463,0,0
04/08/1975,1975,8,32,1975,462081.0271,9400.351033,0,9400.351033,0,0
11/08/1975,1975,8,33,1975,462081.027,1035.511102,0,1035.511102,0,0
18/08/1975,1975,8,34,1975,462081.0274,460.9005741,0,460.9005741,0,0
25/08/1975,1975,8,35,1975,462081.0274,0,0,0,0,0
01/09/1975,1975,9,36,1975,462081.027,0,0,0,0,0
08/09/1975,1975,9,37,1975,462081.0271,0,0,0,0,0
15/09/1975,1975,9,38,1975,462081.0266,0,0,0,0,0
22/09/1975,1975,9,39,1975,462081.027,0,0,0,0,0
29/09/1975,1975,9,40,1975,462081.0267,0,0,0,0,0
06/10/1975,1975,10,41,1975,462081.0271,0,0,0,0,0
13/10/1975,1975,10,42,1975,462081.0271,802.2207837,0,0,0,802.2207837
20/10/1975,1975,10,43,1975,462081.0273,487.030373,0,0,0,487.030373
27/10/1975,1975,10,44,1975,462081.0268,4290.914474,0,0,0,4290.914474
03/11/1975,1975,11,45,1975,462081.0278,6815.379788,0,0,0,6815.379788
10/11/1975,1975,11,46,1975,462081.0281,47031.15825,0,0,10229.16885,37560.09964
17/11/1975,1975,11,47,1975,462081.0267,90086.47267,0,97.39066495,34317.85229,57407.08667
24/11/1975,1975,11,48,1975,462081.0271,137897.5965,0,42.32669695,69345.47002,71292.25943
01/12/1975,1975,12,49,1975,462081.0245,388735.4112,0,5364.941194,247398.4769,141241.3943
14/06/1976,1976,6,24,1976,462081.0264,302677.609,2849.194478,320436.086,0,0
21/06/1976,1976,6,25,1976,462080.9801,238778.0628,68.6282343,252015.2232,0,0
28/06/1976,1976,6,26,1976,462081.027,246236.044,2094.740937,257742.6288,0,0
05/07/1976,1976,7,27,1976,462081.0254,140048.8492,6.394487681,141443.862,0,8507.805582
12/07/1976,1976,7,28,1976,462081.0265,91192.87508,2000.751493,93206.01394,0,0
19/07/1976,1976,7,29,1976,462081.0274,45610.11576,575.1676961,48618.05544,0,0
26/07/1976,1976,7,30,1976,462081.0272,34917.74672,667.952571,32819.38009,0,1430.414056
02/08/1976,1976,8,31,1976,462081.0272,7208.201346,0,7208.201346,0,0
09/08/1976,1976,8,32,1976,462081.0274,8252.446169,0,6539.306757,0,1713.139412
16/08/1976,1976,8,33,1976,462081.0274,13385.54082,0,13385.54082,0,0
23/08/1976,1976,8,34,1976,462081.0273,7807.676767,0,7807.676767,0,0
30/08/1976,1976,8,35,1976,462081.0269,10286.41774,0,5458.198594,0,4828.21915
06/09/1976,1976,9,36,1976,462081.0269,9003.329777,0,9003.329777,0,0
13/09/1976,1976,9,37,1976,462081.0275,1059.971273,0,0,0,1059.971273
20/09/1976,1976,9,38,1976,462081.0275,740.0325055,0,740.0325055,0,0
27/09/1976,1976,9,39,1976,462081.0266,0,0,0,0,0
04/10/1976,1976,10,40,1976,462081.0271,0,0,0,0,0
11/10/1976,1976,10,41,1976,462081.0272,137.8028828,0,0,0,137.8028828
18/10/1976,1976,10,42,1976,462081.0265,2946.07957,0,0,0,2946.07957
25/10/1976,1976,10,43,1976,462081.0265,10846.55301,0,0,618.904967,10227.64804
01/11/1976,1976,11,44,1976,462081.0277,26296.79368,0,0,4320.449144,22079.68879
08/11/1976,1976,11,45,1976,462081.0262,93314.65394,0,600.791634,13129.46409,80184.76546
15/11/1976,1976,11,46,1976,462081.0263,225688.7187,0,5251.472223,71025.37712,152550.7395
22/11/1976,1976,11,47,1976,462081.026,250718.9157,0,20212.95197,132519.7474,99812.46935
29/11/1976,1976,11,48,1976,462081.025,375504.9092,0,38574.81748,244236.3304,100844.587
06/12/1976,1976,12,49,1976,462081.0253,427827.6446,0,113750.832,251675.9003,71987.99358
13/12/1976,1976,12,50,1976,462081.0257,448476.0368,0,189643.7369,228596.8112,43093.49092
06/06/1977,1977,6,23,1977,462081.0283,333602.0577,0,331275.4373,0,5628.981909
13/06/1977,1977,6,24,1977,462081.0255,286993.1413,262.1060117,287229.6361,0,0
19/06/1977,1977,6,25,1977,462081.0228,240431.4729,0,243376.4051,0,0
27/06/1977,1977,6,26,1977,462081.0256,226605.546,1470.719216,226476.1128,0,0
04/07/1977,1977,7,27,1977,462081.0284,116329.7356,881.8672722,115447.8683,0,0
11/07/1977,1977,7,28,1977,462081.0276,78895.90226,222.1223536,78673.77991,0,0
18/07/1977,1977,7,29,1977,462081.0265,74659.68496,0,68245.73075,0,6413.954208
25/07/1977,1977,7,30,1977,462081.0267,10049.7999,0,10049.7999,0,0
01/08/1977,1977,8,31,1977,462081.0269,2611.730976,0,2611.730976,0,0
08/08/1977,1977,8,32,1977,462081.0268,1713.120426,0,1713.120426,0,0
15/08/1977,1977,8,33,1977,462081.0269,3549.811885,0,3246.354209,0,303.4576761
22/08/1977,1977,8,34,1977,462081.0265,3480.835536,0,3480.835536,0,0
29/08/1977,1977,8,35,1977,462081.027,3736.249859,0,3736.249859,0,0
05/09/1977,1977,9,36,1977,462081.0272,8368.320183,0,8368.320183,0,0
12/09/1977,1977,9,37,1977,462081.0272,11657.70781,0,11657.70781,0,0
19/09/1977,1977,9,38,1977,462081.0272,10782.46221,0,10782.46221,0,0
26/09/1977,1977,9,39,1977,462081.0261,7869.886726,0,7869.886726,0,0
03/10/1977,1977,10,40,1977,462081.0266,13622.09975,10733.25331,0,0,2888.846436
10/10/1977,1977,10,41,1977,462081.0269,2108.996387,2108.996387,0,0,0
17/10/1977,1977,10,42,1977,462081.0271,234.7473183,0,0,0,234.7473183
24/10/1977,1977,10,43,1977,462081.0266,9514.857904,0,0,0,9514.857904
31/10/1977,1977,10,44,1977,462081.0276,15359.7972,0,0,254.2981321,15181.78851
07/11/1977,1977,11,45,1977,462081.0262,45114.27019,0,0,6648.65447,38465.61572
14/11/1977,1977,11,46,1977,462081.0279,48746.34693,0,0,16402.16175,33546.91029
21/11/1977,1977,11,47,1977,462081.0263,101898.669,1089.009424,656.0524385,39494.57944,62145.57441
28/11/1977,1977,11,48,1977,462081.0277,222656.0486,0,6116.741408,112263.3407,110271.1791
05/12/1977,1977,12,49,1977,462081.023,367547.0176,0,23054.55689,224893.4543,129659.9486
04/06/1978,1978,6,23,1978,462081.0269,316343.8645,0,342658.1817,5080.450876,576.6073557
11/06/1978,1978,6,24,1978,462081.0258,316235.258,0,336604.4532,0,0
19/06/1978,1978,6,25,1978,462081.0273,306089.793,0,320214.1914,0,0
25/06/1978,1978,6,26,1978,462081.0263,274996.9867,0,296397.0346,0,0
02/07/1978,1978,7,27,1978,462081.028,234868.2409,0,240469.8531,0,0
09/07/1978,1978,7,28,1978,462081.0275,241568.3159,1.10274223,252827.9329,0,0
16/07/1978,1978,7,29,1978,462081.0272,160639.4111,0,161041.0681,0,8899.953511
23/07/1978,1978,7,30,1978,462081.0267,59221.84039,0,34549.16885,0,25451.61698
30/07/1978,1978,7,31,1978,462081.0261,37795.14447,0,26419.80571,0,11375.33876
06/08/1978,1978,8,32,1978,462081.0264,7355.096276,0,7355.096276,0,0
13/08/1978,1978,8,33,1978,462081.0264,664.9506521,0,664.9506521,0,0
20/08/1978,1978,8,34,1978,462081.0272,1402.422557,0,1402.422557,0,0
27/08/1978,1978,8,35,1978,462081.027,4091.540209,0,4091.540209,0,0
03/09/1978,1978,9,36,1978,462081.0269,5899.674905,0,5899.674905,0,0
10/09/1978,1978,9,37,1978,462081.0267,6420.6724,0,6420.6724,0,0
17/09/1978,1978,9,38,1978,462081.0266,7593.984304,0,7593.984304,0,0
24/09/1978,1978,9,39,1978,462081.0266,6898.046962,0,6848.046208,0,50.000754
01/10/1978,1978,10,40,1978,462081.0268,14198.85158,11746.66241,0,217.2492996,2234.939866
08/10/1978,1978,10,41,1978,462081.0264,21415.78104,14080.33483,0,1150.515665,6579.600496
15/10/1978,1978,10,42,1978,462081.0274,34732.04575,12914.62133,0,11635.69255,10738.27339
22/10/1978,1978,10,43,1978,462081.0264,101000.4206,19086.74165,3207.751493,37545.35169,43311.55517
29/10/1978,1978,10,44,1978,462081.026,173904.3792,17272.71955,18449.63428,76079.84564,66417.37797
05/11/1978,1978,11,45,1978,462081.0267,287286.0888,16398.59573,15395.2069,185549.6617,74712.56209
12/11/1978,1978,11,46,1978,462081.0242,337966.2929,14322.26133,32441.16809,219854.3461,79115.06544
19/11/1978,1978,11,47,1978,462081.0243,390598.069,13589.28756,80055.98834,216123.188,90914.66397
26/11/1978,1978,11,48,1978,462081.0244,447582.4402,26917.7737,151489.4105,242214.5419,41058.05954
03/12/1978,1978,12,49,1978,462081.03,447287.9915,11454.58214,233265.4076,193365.3476,22576.25605
25/04/1979,1979,4,17,1979,462081.0268,3793.581291,0,4190.777957,0,0
03/06/1979,1979,6,23,1979,462081.0251,384583.2834,0,391331.5387,0,0
10/06/1979,1979,6,24,1979,462081.0305,358666.7462,832.3516223,362357.3229,0,0
17/06/1979,1979,6,25,1979,462081.0271,331134.3341,8.479738789,335528.6115,0,0
24/06/1979,1979,6,26,1979,462081.0268,295021.1203,0,295870.7045,0,1446.824187
01/07/1979,1979,7,27,1979,462081.0279,230204.568,0,231412.0488,0,5797.165076
08/07/1979,1979,7,28,1979,462081.0267,131519.0966,10.01920217,131801.4611,0,2365.644337
15/07/1979,1979,7,29,1979,462081.0264,53908.22436,546.4395996,46500.14971,0,7089.738354
22/07/1979,1979,7,30,1979,462081.0272,36936.71366,0,36936.71366,0,0
29/07/1979,1979,7,31,1979,462081.0274,25864.01237,0,24203.09703,0,1660.915342
05/08/1979,1979,8,32,1979,462081.0269,8412.058243,0,8412.058243,0,0
12/08/1979,1979,8,33,1979,462081.027,8907.190219,0,8907.190219,0,0
19/08/1979,1979,8,34,1979,462081.0272,10509.51373,462.2049985,9278.539487,0,907.4307471
26/08/1979,1979,8,35,1979,462081.0277,14853.2754,8.533438198,14847.302,0,0
02/09/1979,1979,9,36,1979,462081.0266,11950.67152,0,11950.67152,0,0
09/09/1979,1979,9,37,1979,462081.0277,9236.315563,0,9236.315563,0,0
16/09/1979,1979,9,38,1979,462081.0276,13245.65689,0,11163.91416,0,2081.74273
23/09/1979,1979,9,39,1979,462081.0271,14842.02731,0,14842.02731,0,0
30/09/1979,1979,9,40,1979,462081.0267,9114.033443,0,9114.033443,0,0
07/10/1979,1979,10,41,1979,462081.0267,3607.860262,2454.99689,0,0,1171.038175
14/10/1979,1979,10,42,1979,462081.0275,35700.63191,2867.348174,81.02403128,1960.969309,31206.06047
21/10/1979,1979,10,43,1979,462081.0269,16910.47037,595.2549175,0,7361.206769,9211.290833
28/10/1979,1979,10,44,1979,462081.0282,31298.09948,212.1089955,20.75065037,9374.714566,22282.46946
04/11/1979,1979,11,45,1979,462081.0287,122759.4737,1738.948895,2587.291505,33833.2676,86077.55846
11/11/1979,1979,11,46,1979,462081.0257,203792.194,4083.739995,16928.29049,133322.0441,53219.86615
18/11/1979,1979,11,47,1979,462081.0273,318773.2278,2166.049107,45736.07023,179491.0103,98979.70371
25/11/1979,1979,11,48,1979,462081.0282,349180.7557,2288.621815,66334.22188,213259.836,77268.0158
02/12/1979,1979,12,49,1979,462081.0254,396610.5423,2090.403514,99549.922,225585.8728,80043.49602
09/12/1979,1979,12,50,1979,462081.0273,446518.6631,1373.40275,97515.39575,316236.8746,45346.45733
31/12/1979,1979,12,1,1980,462081.0289,416653.8033,1102.860827,265338.3543,154455.9824,36704.02377
31/01/1980,1980,1,5,1980,462081.028,416214.9592,0,252168.0683,160483.6333,42893.32508
29/02/1980,1980,2,9,1980,462081.0251,418365.402,0,320813.7253,120384.0557,20912.8234
31/03/1980,1980,3,14,1980,462081.0232,417287.3427,1302.080737,379730.331,60114.61163,11880.11155
30/04/1980,1980,4,18,1980,462081.0256,406334.383,0,399653.7849,30975.03141,10247.82968
15/05/1980,1980,5,20,1980,462081.0258,348162.1937,0,306873.479,70962.66131,0
01/06/1980,1980,6,23,1980,462081.0265,345806.9389,0,367085.0046,0,0
08/06/1980,1980,6,24,1980,462081.0294,319746.5694,353.4459682,322736.3393,21881.20907,0
15/06/1980,1980,6,25,1980,462081.0279,280281.1686,0,284728.3029,20328.22305,0
22/06/1980,1980,6,26,1980,462081.0279,243118.325,0,239695.0971,21596.15641,4701.996591
29/06/1980,1980,6,27,1980,462081.0271,200910.4467,0,211208.5134,0,4881.792837
06/07/1980,1980,7,28,1980,462081.0271,125520.9026,0,127336.3779,0,0
13/07/1980,1980,7,29,1980,462081.0254,86440.44491,1004.284282,76191.45908,0,9244.70155
20/07/1980,1980,7,30,1980,462081.0269,27534.49024,616.5829754,19170.44592,0,7747.461346
27/07/1980,1980,7,31,1980,462081.0268,10619.65036,669.4518223,9950.198538,0,0
03/08/1980,1980,8,32,1980,462081.0274,6189.904063,0,5732.887225,0,457.0168374
10/08/1980,1980,8,33,1980,462081.0271,6895.343266,0,6895.343266,0,0
17/08/1980,1980,8,34,1980,462081.0269,3997.263764,0,3997.263764,0,0
24/08/1980,1980,8,35,1980,462081.0271,2122.331363,0,2122.331363,0,0
31/08/1980,1980,8,36,1980,462081.027,1834.410284,0,1834.410284,0,0
07/09/1980,1980,9,37,1980,462081.027,664.9205488,0,664.9205488,0,0
14/09/1980,1980,9,38,1980,462081.0268,0,0,0,0,0
21/09/1980,1980,9,39,1980,462081.0271,0,0,0,0,0
28/09/1980,1980,9,40,1980,462081.027,0,0,0,0,0
05/10/1980,1980,10,41,1980,462081.027,0,0,0,0,0
12/10/1980,1980,10,42,1980,462081.0266,1199.184974,0,0,0,1199.184974
19/10/1980,1980,10,43,1980,462081.0265,0,0,0,0,0
26/10/1980,1980,10,44,1980,462081.0264,3277.472531,0,0,117.5679536,3195.174963
02/11/1980,1980,11,45,1980,462081.0271,30035.33336,0,0,379.348493,29657.78109
09/11/1980,1980,11,46,1980,462081.0264,124575.8989,0,1583.187349,23005.03626,101410.4455
16/11/1980,1980,11,47,1980,462081.0266,221751.4024,0,7944.35214,117421.7642,99869.96539
23/11/1980,1980,11,48,1980,462081.0277,199889.9578,0,6914.042767,118485.9645,79110.83623
30/11/1980,1980,11,48,1980,462081.027,416951.5487,0,107823.2796,252137.9015,68472.31145
07/12/1980,1980,12,49,1980,462081.0238,416767.0728,0,98005.03133,279920.5007,51950.2372
14/12/1980,1980,12,50,1980,462081.0259,447574.932,0,182392.8428,266879.1355,16560.74279
31/01/1981,1981,1,5,1981,462081.0257,429822.0728,0,274401.1993,167493.9749,13844.71086
28/02/1981,1981,2,9,1981,462081.027,415498.5492,3.482723966,370273.7186,67180.35741,13743.99203
31/03/1981,1981,3,14,1981,462081.0259,426088.4867,0,392182.9427,46778.17561,13039.72666
15/04/1981,1981,4,16,1981,462081.0264,442746.1373,302.6169626,404828.5328,34036.37084,19072.66829
30/04/1981,1981,4,18,1981,462081.024,419001.3216,250.0939703,419840.4169,1514.502694,1281.918966
15/05/1981,1981,5,20,1981,462081.0282,329496.843,106.7909147,345490.2336,15818.97108,7652.443585
25/05/1981,1981,5,22,1981,462081.0266,304937.4787,1146.151026,334607.1574,6576.767628,0
31/05/1981,1981,5,22,1981,462081.0277,265814.8929,14997.86673,282886.3347,0,0
14/06/1981,1981,6,24,1981,462081.0248,255109.3571,0,267281.9376,906.0656777,2755.628848
21/06/1981,1981,6,25,1981,462081.0278,228320.0497,59.62221872,234200.451,64.98411696,1254.99077
28/06/1981,1981,6,26,1981,462081.0277,206745.811,5574.36106,203714.696,0,4689.318113
05/07/1981,1981,7,27,1981,462081.0265,129636.0186,0,131309.8322,0,675.8201457
12/07/1981,1981,7,28,1981,462081.0268,79965.5537,1227.743208,64414.79655,0,16824.82876
19/07/1981,1981,7,29,1981,462081.0274,37458.57365,997.2914988,28181.55817,0,9518.299611
26/07/1981,1981,7,30,1981,462081.0273,10651.96761,0,10651.96761,0,0
02/08/1981,1981,8,31,1981,462081.0265,5154.541355,0,5154.541355,0,0
09/08/1981,1981,8,32,1981,462081.0273,8422.10341,0,8422.10341,0,0
16/08/1981,1981,8,33,1981,462081.0266,1209.16411,0,1209.16411,0,0
23/08/1981,1981,8,34,1981,462081.0264,1102.322467,0,0,0,1102.322467
30/08/1981,1981,8,35,1981,462081.0267,244.2077592,0,244.2077592,0,0
06/09/1981,1981,9,36,1981,462081.0273,0,0,0,0,0
13/09/1981,1981,9,37,1981,462081.0274,0,0,0,0,0
20/09/1981,1981,9,38,1981,462081.0273,0,0,0,0,0
27/09/1981,1981,9,39,1981,462081.0277,0,0,0,0,0
04/10/1981,1981,10,40,1981,462081.0271,0,0,0,0,0
11/10/1981,1981,10,41,1981,462081.0272,0,0,0,0,0
18/10/1981,1981,10,42,1981,462081.0272,0,0,0,0,0
25/10/1981,1981,10,43,1981,462081.0275,1043.415935,0,0,0,1043.415935
01/11/1981,1981,11,44,1981,462081.0277,24070.74153,0,0,313.670162,23757.07137
08/11/1981,1981,11,45,1981,462081.0269,21446.93124,0,0,1273.141333,20181.31568
15/11/1981,1981,11,46,1981,462081.0273,30620.70296,0,2357.780256,842.3544861,27450.07687
22/11/1981,1981,11,47,1981,462081.0275,86683.87238,0,3572.10732,18933.47057,64913.51567
29/11/1981,1981,11,48,1981,462081.0249,128267.5035,0,4631.395855,15034.78453,109352.0907
06/12/1981,1981,12,49,1981,462081.0271,340514.6078,0,11788.0236,179753.1614,155103.9567
13/12/1981,1981,12,50,1981,462081.0183,371104.52,0,18141.17333,237069.1686,123774.559
20/12/1981,1981,12,51,1981,462081.0252,413834.1832,0,63483.42774,299188.5456,60133.68134
31/12/1981,1981,12,1,1982,462081.0267,428588.2531,0,172309.7763,269649.249,19522.00847
15/01/1982,1982,1,3,1982,462081.0253,398147.7183,0,301687.5016,129376.9417,8330.322591
31/01/1982,1982,1,5,1982,462081.0264,429783.889,0,264194.3977,150134.3741,49880.10989
28/02/1982,1982,2,9,1982,462081.0303,421592.9095,0,295951.0937,133947.0488,22831.25532
31/03/1982,1982,3,14,1982,462081.0248,424349.5173,0,334062.1557,100549.4704,15603.63347
29/04/1982,1982,4,18,1982,462081.026,394214.5301,9.996404393,365184.868,35837.57493,15654.26544
30/04/1982,1982,4,18,1982,462081.0256,374143.8355,2191.21012,366232.5648,59908.09659,1228.994564
15/05/1982,1982,5,20,1982,462081.0307,416859.0736,0,400621.9145,17115.83121,12152.10505
31/05/1982,1982,5,22,1982,462081.0259,387933.2856,0,383916.0213,14547.69189,6355.152683
13/06/1982,1982,6,24,1982,462079.3165,370632.2323,0,371343.5327,5295.190231,0
20/06/1982,1982,6,25,1982,462081.0249,342391.1635,0,346045.746,0,0
27/06/1982,1982,6,26,1982,462081.0249,347451.2157,0,356955.2595,0,0
04/07/1982,1982,7,27,1982,462081.026,310531.7501,79.28058113,320394.5893,0,0
11/07/1982,1982,7,28,1982,462081.0279,184013.6053,0,187322.004,0,0
18/07/1982,1982,7,29,1982,462081.028,141661.9548,45.47571793,135816.1255,6975.437357,0
25/07/1982,1982,7,30,1982,462081.0279,49271.58899,2369.249871,46902.33912,0,0
01/08/1982,1982,8,31,1982,462081.0275,24825.93839,2572.896863,22253.04153,0,0
08/08/1982,1982,8,32,1982,462081.0269,17420.98386,1347.537308,16073.44655,0,0
15/08/1982,1982,8,33,1982,462081.027,1946.410985,129.3570544,1817.053931,0,0
