-79.716345,62.383571
-79.799659,61.550249
-93.218386,58.762960
-94.347977,58.434802
-98.510764,61.610712
-92.151462,63.722008
-92.001849,63.764845
-88.589594,64.662296
-88.476438,64.501773
-83.705268,64.661831
-80.516864,64.682728
-78.070349,64.827967
-77.882279,64.837416
-75.962761,64.920019
-71.301962,65.017212
-71.383640,63.789918
-66.213848,62.188584
-66.079160,62.113492
-66.015980,62.055102
-65.100200,61.676547
-64.861016,61.453401
-64.883571,61.372958
-64.840096,61.318649
-64.849510,61.315647
-64.865712,60.607104
-64.656936,60.488000
-64.643930,60.301534
-64.794752,60.264123
-64.803936,60.031791
-64.760114,56.555152
-69.274881,56.279261
-71.018124,58.001733
-74.050269,60.158155
-76.391806,60.633883
-77.509225,62.580870
-78.127058,62.578272
-79.716345,62.383571
